fish_id,station,dist_mean,dist_sd,dist_var_coef,step_mean,step_max,temperature,shift_duration,shift,day,shift_id
EM0002,TOR05,77.46,20.04,0.26,10.16,45.95,14.2,3,"[8,11)",27/01/2022,"2022-01-27 [8,11)"
EM0005,TOR05,113.69,7.73,0.07,7.04,20.53,14.2,3,"[8,11)",27/01/2022,"2022-01-27 [8,11)"
EM0004,TOR05,60.8,7.65,0.13,8.04,27.6,14.2,3,"[8,11)",27/01/2022,"2022-01-27 [8,11)"
EM0001,TOR04,112.88,23.07,0.2,7.13,22.82,14.15,3,"[8,11)",27/01/2022,"2022-01-27 [8,11)"
EM0003,TOR05,106.99,19.36,0.18,3.73,14.77,14.153,3,"[8,11)",27/01/2022,"2022-01-27 [8,11)"
EM0003,TOR05,120.56,9.96,0.08,5.17,16.17,14.273,2,"[11,13)",27/01/2022,"2022-01-27 [11,13)"
EM0006,TOR05,58.56,4.42,0.08,3.32,21.58,14.274,2,"[11,13)",27/01/2022,"2022-01-27 [11,13)"
EM0007,TOR04,118.74,18.35,0.15,9.88,29.49,14.236,2,"[11,13)",27/01/2022,"2022-01-27 [11,13)"
EM0005,TOR05,109.84,6.46,0.06,6.53,16.42,14.282,2,"[11,13)",27/01/2022,"2022-01-27 [11,13)"
EM0002,TOR05,74.91,19.1,0.26,9.63,35.42,14.285,2,"[11,13)",27/01/2022,"2022-01-27 [11,13)"
EM0001,TOR05,98.63,15.74,0.16,12.23,40.12,14.267,2,"[11,13)",27/01/2022,"2022-01-27 [11,13)"
EM0007,TOR05,122.39,15.76,0.13,6.85,28.63,14.244,5,"[13,18)",27/01/2022,"2022-01-27 [13,18)"
EM0002,TOR05,70.83,15.71,0.22,12.47,48.35,14.278,5,"[13,18)",27/01/2022,"2022-01-27 [13,18)"
EM0001,TOR05,95.28,14.4,0.15,6.18,36.43,14.255,5,"[13,18)",27/01/2022,"2022-01-27 [13,18)"
EM0006,TOR05,59.25,6.83,0.12,5.52,30.22,14.263,5,"[13,18)",27/01/2022,"2022-01-27 [13,18)"
EM0005,TOR05,109.98,9.57,0.09,8.24,32.03,14.265,5,"[13,18)",27/01/2022,"2022-01-27 [13,18)"
EM0003,TOR05,123.67,6.04,0.05,5.87,17,14.283,5,"[13,18)",27/01/2022,"2022-01-27 [13,18)"
EM0004,TOR05,58.78,9.2,0.16,5.96,29.68,14.244,5,"[13,18)",27/01/2022,"2022-01-27 [13,18)"
EM0003,TOR05,126.42,2.83,0.02,3.27,6.64,14.307,4,"[19,23)",27/01/2022,"2022-01-27 [19,23)"
EM0005,TOR05,108.83,10.08,0.09,8.3,27.64,14.312,4,"[19,23)",27/01/2022,"2022-01-27 [19,23)"
EM0001,TOR04,108.61,22,0.2,10.74,32.38,14.117,4,"[19,23)",27/01/2022,"2022-01-27 [19,23)"
EM0004,TOR05,61.77,10.69,0.17,11.55,35.53,14.312,4,"[19,23)",27/01/2022,"2022-01-27 [19,23)"
EM0002,TOR05,65.32,21.86,0.33,18.53,75.74,14.311,4,"[19,23)",27/01/2022,"2022-01-27 [19,23)"
EM0006,TOR05,68.46,15.47,0.23,7.83,32.26,14.307,4,"[19,23)",27/01/2022,"2022-01-27 [19,23)"
EM0007,TOR04,112.95,25.59,0.23,7.94,36.13,14.138,4,"[19,23)",27/01/2022,"2022-01-27 [19,23)"
EM0004,TOR05,55.4,8.49,0.15,7.77,47.74,14.2,3,"[8,11)",28/01/2022,"2022-01-28 [8,11)"
EM0006,TOR05,59.21,10.5,0.18,6.05,22.52,14.2,3,"[8,11)",28/01/2022,"2022-01-28 [8,11)"
EM0007,TOR05,131.2,2.07,0.02,3.09,11.93,14.2,3,"[8,11)",28/01/2022,"2022-01-28 [8,11)"
EM0005,TOR05,109.55,9.59,0.09,6.39,23.8,14.2,3,"[8,11)",28/01/2022,"2022-01-28 [8,11)"
EM0001,TOR05,131.49,19.23,0.15,5.63,15.98,14.162,3,"[8,11)",28/01/2022,"2022-01-28 [8,11)"
EM0002,TOR05,86.66,16.24,0.19,8.88,28.31,14.2,3,"[8,11)",28/01/2022,"2022-01-28 [8,11)"
EM0003,TOR05,120.05,10.52,0.09,9.07,29.28,14.2,3,"[8,11)",28/01/2022,"2022-01-28 [8,11)"
EM0006,TOR05,53.6,14.01,0.26,8.27,59.73,14.29,2,"[11,13)",28/01/2022,"2022-01-28 [11,13)"
EM0002,TOR05,83.66,16.19,0.19,8.94,27.65,14.285,2,"[11,13)",28/01/2022,"2022-01-28 [11,13)"
EM0005,TOR05,100.5,36.18,0.36,15.5,58.97,14.289,2,"[11,13)",28/01/2022,"2022-01-28 [11,13)"
EM0004,TOR05,54.07,16.33,0.3,12.37,26.71,14.289,2,"[11,13)",28/01/2022,"2022-01-28 [11,13)"
EM0001,TOR05,103.36,5.78,0.06,17.57,56.5,14.25,2,"[11,13)",28/01/2022,"2022-01-28 [11,13)"
EM0003,TOR05,120.82,11.2,0.09,8.67,22.96,14.271,2,"[11,13)",28/01/2022,"2022-01-28 [11,13)"
EM0007,TOR05,133.03,1.86,0.01,2.06,3.77,14.3,2,"[11,13)",28/01/2022,"2022-01-28 [11,13)"
EM0005,TOR05,99.91,29.6,0.3,18.07,54.51,14.367,5,"[13,18)",28/01/2022,"2022-01-28 [13,18)"
EM0007,TOR04,111.62,21.66,0.19,3.31,18.72,14.167,5,"[13,18)",28/01/2022,"2022-01-28 [13,18)"
EM0006,TOR05,61.34,13.94,0.23,10.97,57.99,14.383,5,"[13,18)",28/01/2022,"2022-01-28 [13,18)"
EM0003,TOR05,111.75,20.15,0.18,13.47,49.39,14.354,5,"[13,18)",28/01/2022,"2022-01-28 [13,18)"
EM0002,TOR05,67.41,13.9,0.21,10.47,24.3,14.371,5,"[13,18)",28/01/2022,"2022-01-28 [13,18)"
EM0004,TOR05,54.46,15.23,0.28,7.31,45.55,14.391,5,"[13,18)",28/01/2022,"2022-01-28 [13,18)"
EM0001,TOR05,93.09,20.63,0.22,20.38,57.8,14.376,5,"[13,18)",28/01/2022,"2022-01-28 [13,18)"
EM0006,TOR05,75.93,6.99,0.09,5.1,17.41,14.268,4,"[19,23)",28/01/2022,"2022-01-28 [19,23)"
EM0004,TOR05,65.59,6.87,0.1,2.76,12.8,14.268,4,"[19,23)",28/01/2022,"2022-01-28 [19,23)"
EM0002,TOR05,98.32,14.98,0.15,17.31,45.95,14.286,4,"[19,23)",28/01/2022,"2022-01-28 [19,23)"
EM0005,TOR05,113.48,2.4,0.02,5.77,12.5,14.267,4,"[19,23)",28/01/2022,"2022-01-28 [19,23)"
EM0007,TOR05,141.73,NA,NA,5.21,5.21,14.3,4,"[19,23)",28/01/2022,"2022-01-28 [19,23)"
EM0003,TOR05,125.43,4.99,0.04,5.62,7.05,14.25,4,"[19,23)",28/01/2022,"2022-01-28 [19,23)"
EM0006,TOR05,58.66,11.43,0.19,11.7,39.91,14.208,3,"[8,11)",29/01/2022,"2022-01-29 [8,11)"
EM0001,TOR05,105.84,20.26,0.19,17.37,58.45,14.159,3,"[8,11)",29/01/2022,"2022-01-29 [8,11)"
EM0004,TOR05,51.17,17.41,0.34,9.81,28.67,14.206,3,"[8,11)",29/01/2022,"2022-01-29 [8,11)"
EM0002,TOR05,69.49,21.08,0.3,12.48,40.42,14.205,3,"[8,11)",29/01/2022,"2022-01-29 [8,11)"
EM0005,TOR05,114.34,11.63,0.1,10.83,33.5,14.213,3,"[8,11)",29/01/2022,"2022-01-29 [8,11)"
EM0003,TOR04,106.25,17.6,0.17,4.2,11.67,14.143,3,"[8,11)",29/01/2022,"2022-01-29 [8,11)"
EM0007,TOR05,130.01,2.44,0.02,2.58,4.88,14.2,3,"[8,11)",29/01/2022,"2022-01-29 [8,11)"
EM0002,TOR05,84.35,15.66,0.19,11.88,39.74,14.326,2,"[11,13)",29/01/2022,"2022-01-29 [11,13)"
EM0004,TOR05,47.1,23.23,0.49,8.49,51.32,14.309,2,"[11,13)",29/01/2022,"2022-01-29 [11,13)"
EM0006,TOR05,55.14,8.83,0.16,8.91,36.56,14.327,2,"[11,13)",29/01/2022,"2022-01-29 [11,13)"
EM0005,TOR05,115.73,10.35,0.09,7.47,23.52,14.329,2,"[11,13)",29/01/2022,"2022-01-29 [11,13)"
EM0001,TOR05,107.27,26.96,0.25,7.62,61.88,14.21,2,"[11,13)",29/01/2022,"2022-01-29 [11,13)"
EM0003,TOR04,105.28,20.64,0.2,3.84,5.36,14.12,2,"[11,13)",29/01/2022,"2022-01-29 [11,13)"
EM0006,TOR05,62.26,16.93,0.27,10.61,58.78,14.356,5,"[13,18)",29/01/2022,"2022-01-29 [13,18)"
EM0002,TOR05,64.21,11.9,0.19,11.19,34.33,14.364,5,"[13,18)",29/01/2022,"2022-01-29 [13,18)"
EM0005,TOR05,99.49,21.21,0.21,11.28,57.88,14.367,5,"[13,18)",29/01/2022,"2022-01-29 [13,18)"
EM0004,TOR05,65.93,14.2,0.22,9.36,27.87,14.358,5,"[13,18)",29/01/2022,"2022-01-29 [13,18)"
EM0003,TOR05,121.7,8.35,0.07,8.19,27.02,14.37,5,"[13,18)",29/01/2022,"2022-01-29 [13,18)"
EM0001,TOR05,100.2,23.29,0.23,18.2,67.87,14.213,5,"[13,18)",29/01/2022,"2022-01-29 [13,18)"
EM0007,TOR05,124.83,20.99,0.17,5.01,25.11,14.238,5,"[13,18)",29/01/2022,"2022-01-29 [13,18)"
EM0004,TOR05,61.6,4.87,0.08,5.23,13.71,14.4,4,"[19,23)",29/01/2022,"2022-01-29 [19,23)"
EM0006,TOR05,66.35,9.22,0.14,8.05,28.76,14.4,4,"[19,23)",29/01/2022,"2022-01-29 [19,23)"
EM0003,TOR05,127.3,2.1,0.02,2.45,5.56,14.4,4,"[19,23)",29/01/2022,"2022-01-29 [19,23)"
EM0005,TOR05,113.51,7.03,0.06,5.8,16,14.4,4,"[19,23)",29/01/2022,"2022-01-29 [19,23)"
EM0002,TOR05,61.44,7.3,0.12,6.85,21.67,14.4,4,"[19,23)",29/01/2022,"2022-01-29 [19,23)"
EM0001,TOR05,113.2,25.32,0.22,11.54,29.89,14.305,4,"[19,23)",29/01/2022,"2022-01-29 [19,23)"
EM0007,TOR05,122.74,17.93,0.15,3.76,17.4,14.333,4,"[19,23)",29/01/2022,"2022-01-29 [19,23)"
EM0006,TOR05,59.67,10.53,0.18,6.22,24.52,14.2,3,"[8,11)",30/01/2022,"2022-01-30 [8,11)"
EM0007,TOR04,121.94,30.53,0.25,3.02,24.35,14.133,3,"[8,11)",30/01/2022,"2022-01-30 [8,11)"
EM0005,TOR05,109.09,3.93,0.04,4,14.47,14.2,3,"[8,11)",30/01/2022,"2022-01-30 [8,11)"
EM0002,TOR05,85.68,17.27,0.2,11.21,49.45,14.2,3,"[8,11)",30/01/2022,"2022-01-30 [8,11)"
EM0003,TOR04,89.1,2.22,0.02,2.97,6.62,14.095,3,"[8,11)",30/01/2022,"2022-01-30 [8,11)"
EM0001,TOR04,107.6,16.21,0.15,5.32,22.61,14.128,3,"[8,11)",30/01/2022,"2022-01-30 [8,11)"
EM0004,TOR05,65.46,5.21,0.08,5.45,16.5,14.2,3,"[8,11)",30/01/2022,"2022-01-30 [8,11)"
EM0005,TOR05,107.41,9.65,0.09,6.1,42.38,14.262,2,"[11,13)",30/01/2022,"2022-01-30 [11,13)"
EM0007,TOR05,116.17,16.81,0.14,6.02,41.43,14.209,2,"[11,13)",30/01/2022,"2022-01-30 [11,13)"
EM0004,TOR05,60.69,3.27,0.05,3.03,11.42,14.267,2,"[11,13)",30/01/2022,"2022-01-30 [11,13)"
EM0006,TOR05,58.3,4.65,0.08,3.55,19.5,14.267,2,"[11,13)",30/01/2022,"2022-01-30 [11,13)"
EM0001,TOR05,98.92,16.21,0.16,6.05,43.27,14.191,2,"[11,13)",30/01/2022,"2022-01-30 [11,13)"
EM0002,TOR05,89.9,17.07,0.19,9.87,35.23,14.258,2,"[11,13)",30/01/2022,"2022-01-30 [11,13)"
EM0003,TOR05,116.07,17.93,0.15,4.71,22.34,14.22,2,"[11,13)",30/01/2022,"2022-01-30 [11,13)"
EM0004,TOR05,59.88,3.66,0.06,3,15.86,14.216,5,"[13,18)",30/01/2022,"2022-01-30 [13,18)"
EM0005,TOR05,107.73,18.9,0.18,7.49,37.48,14.219,5,"[13,18)",30/01/2022,"2022-01-30 [13,18)"
EM0001,TOR05,101.45,26.49,0.26,8.61,59.58,14.206,5,"[13,18)",30/01/2022,"2022-01-30 [13,18)"
EM0002,TOR05,82.48,16.73,0.2,5.04,34.95,14.213,5,"[13,18)",30/01/2022,"2022-01-30 [13,18)"
EM0003,TOR05,126.87,12.77,0.1,5.35,24.56,14.216,5,"[13,18)",30/01/2022,"2022-01-30 [13,18)"
EM0006,TOR05,57.51,7.17,0.12,5.21,29.53,14.213,5,"[13,18)",30/01/2022,"2022-01-30 [13,18)"
EM0007,TOR04,112.85,24.54,0.22,4.08,12.46,14.15,5,"[13,18)",30/01/2022,"2022-01-30 [13,18)"
EM0002,TOR05,89.89,12.51,0.14,6.17,30.99,14.2,4,"[19,23)",30/01/2022,"2022-01-30 [19,23)"
EM0006,TOR05,74.39,8.41,0.11,5.23,21.66,14.2,4,"[19,23)",30/01/2022,"2022-01-30 [19,23)"
EM0004,TOR05,60.82,4.33,0.07,3.59,15.87,14.2,4,"[19,23)",30/01/2022,"2022-01-30 [19,23)"
EM0003,TOR05,141.72,4.46,0.03,5.08,13.03,14.2,4,"[19,23)",30/01/2022,"2022-01-30 [19,23)"
EM0005,TOR05,108.26,2.99,0.03,3.07,4.96,14.2,4,"[19,23)",30/01/2022,"2022-01-30 [19,23)"
EM0001,TOR05,142.83,0.88,0.01,7.78,14.32,14.2,4,"[19,23)",30/01/2022,"2022-01-30 [19,23)"
EM0006,TOR05,64.93,13.24,0.2,5.99,19.87,14.168,3,"[8,11)",31/01/2022,"2022-01-31 [8,11)"
EM0002,TOR05,78.15,11.51,0.15,10.18,31.12,14.152,3,"[8,11)",31/01/2022,"2022-01-31 [8,11)"
EM0005,TOR05,106.47,23.84,0.22,18.22,59.42,14.192,3,"[8,11)",31/01/2022,"2022-01-31 [8,11)"
EM0001,TOR05,99.69,14.99,0.15,13.55,62.25,14.18,3,"[8,11)",31/01/2022,"2022-01-31 [8,11)"
EM0007,TOR04,108.32,3.18,0.03,5.67,7.55,14.025,3,"[8,11)",31/01/2022,"2022-01-31 [8,11)"
EM0003,TOR05,140.36,5.55,0.04,5.04,7.85,14.2,3,"[8,11)",31/01/2022,"2022-01-31 [8,11)"
EM0004,TOR05,67.35,6.67,0.1,6.27,20.88,14.2,3,"[8,11)",31/01/2022,"2022-01-31 [8,11)"
EM0001,TOR05,96.95,34.37,0.35,31.89,93.21,14.223,2,"[11,13)",31/01/2022,"2022-01-31 [11,13)"
EM0005,TOR05,88.31,38.94,0.44,24.12,57.52,14.217,2,"[11,13)",31/01/2022,"2022-01-31 [11,13)"
EM0006,TOR05,55.87,8.83,0.16,10.73,28.28,14.218,2,"[11,13)",31/01/2022,"2022-01-31 [11,13)"
EM0003,TOR05,85.26,48.51,0.57,21.67,74.79,14.216,2,"[11,13)",31/01/2022,"2022-01-31 [11,13)"
EM0007,TOR04,119.97,20.08,0.17,6.88,18.67,14.15,2,"[11,13)",31/01/2022,"2022-01-31 [11,13)"
EM0002,TOR05,76.56,9.92,0.13,5.75,14.27,14.212,2,"[11,13)",31/01/2022,"2022-01-31 [11,13)"
EM0004,TOR05,45.09,13.1,0.29,11.72,25.66,14.222,2,"[11,13)",31/01/2022,"2022-01-31 [11,13)"
EM0005,TOR05,105.18,11.09,0.11,8.55,47.23,14.195,5,"[13,18)",31/01/2022,"2022-01-31 [13,18)"
EM0007,TOR05,124.3,1.41,0.01,0.86,2.33,14.267,5,"[13,18)",31/01/2022,"2022-01-31 [13,18)"
EM0002,TOR05,74.85,9.48,0.13,6.9,31.43,14.19,5,"[13,18)",31/01/2022,"2022-01-31 [13,18)"
EM0001,TOR05,107.63,23.33,0.22,14.07,40.13,14.182,5,"[13,18)",31/01/2022,"2022-01-31 [13,18)"
EM0006,TOR05,57.91,16.29,0.28,8.45,56.46,14.185,5,"[13,18)",31/01/2022,"2022-01-31 [13,18)"
EM0003,TOR05,129.63,34.74,0.27,24.69,119.76,14.213,5,"[13,18)",31/01/2022,"2022-01-31 [13,18)"
EM0004,TOR05,55.45,11.6,0.21,9.23,41.69,14.186,5,"[13,18)",31/01/2022,"2022-01-31 [13,18)"
EM0006,TOR05,82.42,31.34,0.38,9.78,62.78,14.11,4,"[19,23)",31/01/2022,"2022-01-31 [19,23)"
EM0004,TOR05,67.27,10.64,0.16,9.33,28.05,14.108,4,"[19,23)",31/01/2022,"2022-01-31 [19,23)"
EM0002,TOR05,71.81,8.04,0.11,6.83,27.07,14.109,4,"[19,23)",31/01/2022,"2022-01-31 [19,23)"
EM0005,TOR05,111.12,8.01,0.07,7.25,27.86,14.114,4,"[19,23)",31/01/2022,"2022-01-31 [19,23)"
EM0003,TOR05,146.1,4.26,0.03,5.79,13.59,14.108,4,"[19,23)",31/01/2022,"2022-01-31 [19,23)"
EM0001,TOR05,141.45,30.67,0.22,9,25.65,14.114,4,"[19,23)",31/01/2022,"2022-01-31 [19,23)"
EM0007,TOR04,119.4,22.52,0.19,6.44,27.57,14.053,4,"[19,23)",31/01/2022,"2022-01-31 [19,23)"
EM0006,TOR05,72.46,10.02,0.14,13.28,36.6,14.1,3,"[8,11)",01/02/2022,"2022-02-01 [8,11)"
EM0007,TOR05,139.39,2.95,0.02,5.31,24.75,14.1,3,"[8,11)",01/02/2022,"2022-02-01 [8,11)"
EM0001,TOR05,99.38,1.96,0.02,6.61,51.09,14.1,3,"[8,11)",01/02/2022,"2022-02-01 [8,11)"
EM0005,TOR05,107.89,NA,NA,4.81,4.81,14.1,3,"[8,11)",01/02/2022,"2022-02-01 [8,11)"
EM0004,TOR05,42.27,1.07,0.03,7.75,21.01,14.1,3,"[8,11)",01/02/2022,"2022-02-01 [8,11)"
EM0002,TOR05,80.37,0.65,0.01,9.78,35.86,14.1,3,"[8,11)",01/02/2022,"2022-02-01 [8,11)"
EM0001,TOR05,101.51,4.76,0.05,4.09,9.62,14.162,2,"[11,13)",01/02/2022,"2022-02-01 [11,13)"
EM0004,TOR05,59.19,3.49,0.06,6.76,18.78,14.15,2,"[11,13)",01/02/2022,"2022-02-01 [11,13)"
EM0002,TOR05,78.63,1.44,0.02,1.49,2.53,14.167,2,"[11,13)",01/02/2022,"2022-02-01 [11,13)"
EM0007,TOR05,139.17,2.75,0.02,2.56,5.4,14.18,2,"[11,13)",01/02/2022,"2022-02-01 [11,13)"
EM0007,TOR05,139.1,4.84,0.03,4.38,24.96,14.2,5,"[13,18)",01/02/2022,"2022-02-01 [13,18)"
EM0006,TOR05,55.91,9.12,0.16,3.4,26.02,14.2,5,"[13,18)",01/02/2022,"2022-02-01 [13,18)"
EM0004,TOR05,61.61,5.49,0.09,5.07,18.25,14.2,5,"[13,18)",01/02/2022,"2022-02-01 [13,18)"
EM0002,TOR05,78.75,NA,NA,1.54,1.54,14.2,5,"[13,18)",01/02/2022,"2022-02-01 [13,18)"
EM0006,TOR05,76.1,18.17,0.24,11.33,41.55,14.266,4,"[19,23)",01/02/2022,"2022-02-01 [19,23)"
EM0004,TOR05,62.08,7.75,0.12,7.07,27.74,14.275,4,"[19,23)",01/02/2022,"2022-02-01 [19,23)"
EM0007,TOR05,130.78,25.19,0.19,26.67,65.56,14.25,4,"[19,23)",01/02/2022,"2022-02-01 [19,23)"
EM0002,TOR05,77.74,4.71,0.06,4.59,9.04,14.288,4,"[19,23)",01/02/2022,"2022-02-01 [19,23)"
EM0005,TOR05,111.81,2.86,0.03,2.78,8.3,14.28,4,"[19,23)",01/02/2022,"2022-02-01 [19,23)"
EM0001,TOR05,154.81,1.85,0.01,18.74,52.29,14.3,4,"[19,23)",01/02/2022,"2022-02-01 [19,23)"
EM0003,TOR05,144.21,NA,NA,NA,#¿NOMBRE?,14.3,4,"[19,23)",01/02/2022,"2022-02-01 [19,23)"
EM0004,TOR05,56.68,10.13,0.18,5.23,23.24,14.255,3,"[8,11)",02/02/2022,"2022-02-02 [8,11)"
EM0006,TOR05,59.2,13.46,0.23,6.66,28.36,14.26,3,"[8,11)",02/02/2022,"2022-02-02 [8,11)"
EM0002,TOR05,70.9,5.51,0.08,5.19,15.6,14.267,3,"[8,11)",02/02/2022,"2022-02-02 [8,11)"
EM0001,TOR05,103.24,3.84,0.04,3.74,11.42,14.254,3,"[8,11)",02/02/2022,"2022-02-02 [8,11)"
EM0003,TOR05,130.14,2.57,0.02,2.65,5.64,14.264,3,"[8,11)",02/02/2022,"2022-02-02 [8,11)"
EM0005,TOR05,123.08,14.47,0.12,12.24,26.39,14.282,3,"[8,11)",02/02/2022,"2022-02-02 [8,11)"
EM0007,TOR05,139.42,2.26,0.02,2.85,4.13,14.3,3,"[8,11)",02/02/2022,"2022-02-02 [8,11)"
EM0004,TOR05,54.36,11.11,0.2,7.39,32.88,14.3,2,"[11,13)",02/02/2022,"2022-02-02 [11,13)"
EM0006,TOR05,58.45,10.4,0.18,8.1,28.25,14.3,2,"[11,13)",02/02/2022,"2022-02-02 [11,13)"
EM0005,TOR05,107.69,6.95,0.06,5.99,18.99,14.3,2,"[11,13)",02/02/2022,"2022-02-02 [11,13)"
EM0002,TOR05,77.97,5.35,0.07,5.45,15.48,14.3,2,"[11,13)",02/02/2022,"2022-02-02 [11,13)"
EM0001,TOR05,111.18,12.41,0.11,8.38,19.88,14.3,2,"[11,13)",02/02/2022,"2022-02-02 [11,13)"
EM0003,TOR05,126.89,3.63,0.03,3.32,8.43,14.3,2,"[11,13)",02/02/2022,"2022-02-02 [11,13)"
EM0007,TOR05,141.16,1.66,0.01,2.12,3.95,14.3,2,"[11,13)",02/02/2022,"2022-02-02 [11,13)"
EM0007,TOR05,125.05,19.19,0.15,3.14,8.66,14.3,5,"[13,18)",02/02/2022,"2022-02-02 [13,18)"
EM0002,TOR05,74.19,5.34,0.07,4.23,13.1,14.303,5,"[13,18)",02/02/2022,"2022-02-02 [13,18)"
EM0006,TOR05,61.44,15.52,0.25,8.71,64.11,14.311,5,"[13,18)",02/02/2022,"2022-02-02 [13,18)"
EM0003,TOR05,121.1,10.22,0.08,8.54,36.18,14.3,5,"[13,18)",02/02/2022,"2022-02-02 [13,18)"
EM0004,TOR05,51.89,12.23,0.24,7.72,27.82,14.312,5,"[13,18)",02/02/2022,"2022-02-02 [13,18)"
EM0001,TOR05,113.66,24.88,0.22,11.68,59.88,14.3,5,"[13,18)",02/02/2022,"2022-02-02 [13,18)"
EM0005,TOR05,103.28,22.44,0.22,12.15,89.5,14.312,5,"[13,18)",02/02/2022,"2022-02-02 [13,18)"
EM0006,TOR05,67.16,7.69,0.11,6.09,27.96,14.285,4,"[19,23)",02/02/2022,"2022-02-02 [19,23)"
EM0001,TOR05,155.4,NA,NA,6.07,6.07,14.3,4,"[19,23)",02/02/2022,"2022-02-02 [19,23)"
EM0004,TOR05,72.53,6.67,0.09,8.04,15.3,14.3,4,"[19,23)",02/02/2022,"2022-02-02 [19,23)"
EM0002,TOR05,78.71,3.1,0.04,4.12,8.97,14.288,4,"[19,23)",02/02/2022,"2022-02-02 [19,23)"
EM0007,TOR05,129.53,0.67,0.01,3.92,6.89,14.3,4,"[19,23)",02/02/2022,"2022-02-02 [19,23)"
EM0003,TOR05,128.51,6.56,0.05,7.89,14.98,14.3,4,"[19,23)",02/02/2022,"2022-02-02 [19,23)"
EM0005,TOR05,111.31,5.17,0.05,5.47,15.63,14.262,4,"[19,23)",02/02/2022,"2022-02-02 [19,23)"
EM0002,TOR05,77.97,13.08,0.17,4.19,24.96,14.3,3,"[8,11)",03/02/2022,"2022-02-03 [8,11)"
EM0006,TOR05,58.72,8.58,0.15,10.52,34.95,14.3,3,"[8,11)",03/02/2022,"2022-02-03 [8,11)"
EM0004,TOR05,53.32,13.36,0.25,15.09,36.99,14.3,3,"[8,11)",03/02/2022,"2022-02-03 [8,11)"
EM0005,TOR05,108.85,8.61,0.08,6.36,34.13,14.3,3,"[8,11)",03/02/2022,"2022-02-03 [8,11)"
EM0001,TOR05,142.49,3.12,0.02,3.25,6.54,14.3,3,"[8,11)",03/02/2022,"2022-02-03 [8,11)"
EM0007,TOR05,131.32,8.43,0.06,2.68,8.8,14.293,3,"[8,11)",03/02/2022,"2022-02-03 [8,11)"
EM0003,TOR05,124.8,3.62,0.03,2.28,7.29,14.3,3,"[8,11)",03/02/2022,"2022-02-03 [8,11)"
EM0004,TOR05,59.83,5.35,0.09,5.68,23.76,14.3,2,"[11,13)",03/02/2022,"2022-02-03 [11,13)"
EM0002,TOR05,70.27,9.75,0.14,4.17,27.03,14.3,2,"[11,13)",03/02/2022,"2022-02-03 [11,13)"
EM0006,TOR05,60.99,6.67,0.11,5.52,15.94,14.3,2,"[11,13)",03/02/2022,"2022-02-03 [11,13)"
EM0005,TOR05,102.73,2.55,0.02,2.77,7.21,14.3,2,"[11,13)",03/02/2022,"2022-02-03 [11,13)"
EM0001,TOR05,95.35,4.61,0.05,10.28,36.88,14.3,2,"[11,13)",03/02/2022,"2022-02-03 [11,13)"
EM0003,TOR05,122.18,5.4,0.04,6.03,14.87,14.3,2,"[11,13)",03/02/2022,"2022-02-03 [11,13)"
EM0002,TOR05,72.39,8.32,0.11,5.7,34.86,14.3,5,"[13,18)",03/02/2022,"2022-02-03 [13,18)"
EM0005,TOR05,104.61,11.46,0.11,9.03,35.41,14.3,5,"[13,18)",03/02/2022,"2022-02-03 [13,18)"
EM0006,TOR05,59.72,5.8,0.1,3.33,12.22,14.3,5,"[13,18)",03/02/2022,"2022-02-03 [13,18)"
EM0001,TOR05,108.32,19.77,0.18,14.49,79.16,14.289,5,"[13,18)",03/02/2022,"2022-02-03 [13,18)"
EM0003,TOR05,120.28,15.98,0.13,11.87,52.82,14.3,5,"[13,18)",03/02/2022,"2022-02-03 [13,18)"
EM0007,TOR05,142.55,18.4,0.13,5.84,34.09,14.291,5,"[13,18)",03/02/2022,"2022-02-03 [13,18)"
EM0004,TOR05,70.71,14.15,0.2,11.49,39.94,14.3,5,"[13,18)",03/02/2022,"2022-02-03 [13,18)"
EM0007,TOR05,127.93,29.93,0.23,14.08,47,14.274,4,"[19,23)",03/02/2022,"2022-02-03 [19,23)"
EM0006,TOR05,65.1,12.01,0.18,7.51,27.72,14.3,4,"[19,23)",03/02/2022,"2022-02-03 [19,23)"
EM0004,TOR05,60.19,9.75,0.16,8.54,28.93,14.3,4,"[19,23)",03/02/2022,"2022-02-03 [19,23)"
EM0003,TOR05,122.61,4.24,0.03,4.16,13.52,14.3,4,"[19,23)",03/02/2022,"2022-02-03 [19,23)"
EM0002,TOR05,77.31,9.66,0.12,11.71,33.27,14.3,4,"[19,23)",03/02/2022,"2022-02-03 [19,23)"
EM0005,TOR05,111.55,10.47,0.09,8.9,26.44,14.3,4,"[19,23)",03/02/2022,"2022-02-03 [19,23)"
EM0001,TOR05,145.51,6.13,0.04,5.57,16.56,14.3,4,"[19,23)",03/02/2022,"2022-02-03 [19,23)"
EM0006,TOR05,61.78,8.2,0.13,4.56,18.55,14.268,3,"[8,11)",04/02/2022,"2022-02-04 [8,11)"
EM0002,TOR05,71.33,5.88,0.08,4.46,20.99,14.272,3,"[8,11)",04/02/2022,"2022-02-04 [8,11)"
EM0004,TOR05,56.59,10.08,0.18,7.96,62.69,14.268,3,"[8,11)",04/02/2022,"2022-02-04 [8,11)"
EM0005,TOR05,101.66,2.6,0.03,2.74,9.35,14.28,3,"[8,11)",04/02/2022,"2022-02-04 [8,11)"
