fish_id,station,dist_mean,dist_sd,dist_var_coef,step_mean,step_max,temperature,shift_duration,shift,day,shift_id
EM0005,TOR05,129.51,14.04,0.11,21.32,24.97,23.7,2,"[11,13)",03/08/2022,"2022-08-03 [11,13)"
EM0001,TOR05,142.71,80.86,0.57,13.77,59.44,24.157,2,"[11,13)",03/08/2022,"2022-08-03 [11,13)"
EM0004,TOR05,78.62,11.31,0.14,10.91,25.61,23.933,2,"[11,13)",03/08/2022,"2022-08-03 [11,13)"
EM0006,TOR05,51.12,14.3,0.28,10.02,38.48,24,2,"[11,13)",03/08/2022,"2022-08-03 [11,13)"
EM0007,TOR04,92.54,3.54,0.04,4.51,7.14,26.675,2,"[11,13)",03/08/2022,"2022-08-03 [11,13)"
EM0006,TOR05,51.11,14.32,0.28,5.1,60.54,24.87,5,"[13,18)",03/08/2022,"2022-08-03 [13,18)"
EM0004,TOR05,90.25,4.3,0.05,4.97,15.24,24.791,5,"[13,18)",03/08/2022,"2022-08-03 [13,18)"
EM0007,TOR04,106.47,16.04,0.15,10.95,36.95,25.067,5,"[13,18)",03/08/2022,"2022-08-03 [13,18)"
EM0005,TOR05,160.95,3.8,0.02,17.05,37.99,24.8,5,"[13,18)",03/08/2022,"2022-08-03 [13,18)"
EM0001,TOR04,283.89,NA,NA,41.97,41.97,24.7,5,"[13,18)",03/08/2022,"2022-08-03 [13,18)"
EM0004,TOR05,85.29,7.18,0.08,8.98,20.13,25.122,4,"[19,23)",03/08/2022,"2022-08-03 [19,23)"
EM0006,TOR05,66.64,16.98,0.25,16.88,43.61,25.044,4,"[19,23)",03/08/2022,"2022-08-03 [19,23)"
EM0007,TOR04,109.01,8.06,0.07,10.24,21.09,23.967,4,"[19,23)",03/08/2022,"2022-08-03 [19,23)"
EM0005,TOR05,133.6,0.91,0.01,13.56,25.83,24.95,4,"[19,23)",03/08/2022,"2022-08-03 [19,23)"
EM0006,TOR05,50.87,17.65,0.35,10.93,46.69,24.387,3,"[8,11)",04/08/2022,"2022-08-04 [8,11)"
EM0004,TOR05,72.03,15.83,0.22,12.06,27.87,24.167,3,"[8,11)",04/08/2022,"2022-08-04 [8,11)"
EM0001,TOR05,113.92,15.72,0.14,12.48,30.01,24.267,3,"[8,11)",04/08/2022,"2022-08-04 [8,11)"
EM0007,TOR05,114.12,13.89,0.12,4.46,4.46,25.55,3,"[8,11)",04/08/2022,"2022-08-04 [8,11)"
EM0007,TOR04,113.57,5.74,0.05,5.53,17.36,26.3,2,"[11,13)",04/08/2022,"2022-08-04 [11,13)"
EM0001,TOR05,116.28,7.17,0.06,10.43,24.53,25.275,2,"[11,13)",04/08/2022,"2022-08-04 [11,13)"
EM0006,TOR05,82.21,28.81,0.35,22.75,61.93,25.323,2,"[11,13)",04/08/2022,"2022-08-04 [11,13)"
EM0005,TOR05,155.14,NA,NA,12.11,12.11,25.2,2,"[11,13)",04/08/2022,"2022-08-04 [11,13)"
EM0004,TOR05,98.5,3.02,0.03,5.84,7.41,25.45,2,"[11,13)",04/08/2022,"2022-08-04 [11,13)"
EM0006,TOR05,95.08,20.63,0.22,11.29,71.24,24.798,5,"[13,18)",04/08/2022,"2022-08-04 [13,18)"
EM0001,TOR05,108.85,7.3,0.07,9.61,18.33,24.4,5,"[13,18)",04/08/2022,"2022-08-04 [13,18)"
EM0004,TOR05,91.88,7.75,0.08,8.59,24.8,25.113,5,"[13,18)",04/08/2022,"2022-08-04 [13,18)"
EM0003,TOR04,115.67,26.18,0.23,7.41,9.63,24,5,"[13,18)",04/08/2022,"2022-08-04 [13,18)"
EM0007,TOR04,116.48,11.56,0.1,7.72,18.73,23.014,5,"[13,18)",04/08/2022,"2022-08-04 [13,18)"
EM0005,TOR05,157.36,20.8,0.13,3.02,6.12,24.3,5,"[13,18)",04/08/2022,"2022-08-04 [13,18)"
EM0006,TOR05,54.04,17.31,0.32,18.1,56.48,21.665,4,"[19,23)",04/08/2022,"2022-08-04 [19,23)"
EM0001,TOR05,185.02,78.29,0.42,11.71,20.29,20.9,4,"[19,23)",04/08/2022,"2022-08-04 [19,23)"
EM0004,TOR05,73.69,12.24,0.17,12.3,35,20.633,4,"[19,23)",04/08/2022,"2022-08-04 [19,23)"
EM0003,TOR05,132.4,16.74,0.13,15.66,21.58,20.533,4,"[19,23)",04/08/2022,"2022-08-04 [19,23)"
EM0005,TOR05,146.38,6.32,0.04,5.38,12.54,20.62,4,"[19,23)",04/08/2022,"2022-08-04 [19,23)"
EM0007,TOR05,114.95,9.92,0.09,9.72,13.62,22.28,4,"[19,23)",04/08/2022,"2022-08-04 [19,23)"
EM0006,TOR05,77.47,15.28,0.2,8.93,45.6,25.322,3,"[8,11)",05/08/2022,"2022-08-05 [8,11)"
EM0004,TOR05,76.82,12.19,0.16,12.31,24.13,25.35,3,"[8,11)",05/08/2022,"2022-08-05 [8,11)"
EM0001,TOR05,129.11,22.23,0.17,39.66,47.87,26.1,3,"[8,11)",05/08/2022,"2022-08-05 [8,11)"
EM0005,TOR05,149.67,22.28,0.15,16.05,31.51,26.1,3,"[8,11)",05/08/2022,"2022-08-05 [8,11)"
EM0006,TOR05,75.28,11.43,0.15,10.39,34.15,26.129,2,"[11,13)",05/08/2022,"2022-08-05 [11,13)"
EM0004,TOR05,87.85,NA,NA,3.35,3.35,26.3,2,"[11,13)",05/08/2022,"2022-08-05 [11,13)"
EM0003,TOR04,97.77,NA,NA,NA,#¿NOMBRE?,27.8,2,"[11,13)",05/08/2022,"2022-08-05 [11,13)"
EM0001,TOR05,106.55,9.24,0.09,5.79,14.36,26.167,2,"[11,13)",05/08/2022,"2022-08-05 [11,13)"
EM0005,TOR05,136.88,NA,NA,28.54,28.54,26.3,2,"[11,13)",05/08/2022,"2022-08-05 [11,13)"
EM0007,TOR04,97.77,7.79,0.08,11.01,11.01,24.45,2,"[11,13)",05/08/2022,"2022-08-05 [11,13)"
EM0006,TOR05,67.05,17.19,0.26,9.71,47.85,23.684,5,"[13,18)",05/08/2022,"2022-08-05 [13,18)"
EM0003,TOR05,127.02,17.21,0.14,3.61,5.69,23.133,5,"[13,18)",05/08/2022,"2022-08-05 [13,18)"
EM0005,TOR05,139.04,27.1,0.19,20.16,69.74,23.256,5,"[13,18)",05/08/2022,"2022-08-05 [13,18)"
EM0004,TOR05,74.55,11.66,0.16,10.46,27.81,23.268,5,"[13,18)",05/08/2022,"2022-08-05 [13,18)"
EM0007,TOR05,124.6,10.93,0.09,6.53,15.44,22.44,5,"[13,18)",05/08/2022,"2022-08-05 [13,18)"
EM0001,TOR05,104.58,14.05,0.13,11.91,37.1,23.671,5,"[13,18)",05/08/2022,"2022-08-05 [13,18)"
EM0006,TOR05,56.03,13.91,0.25,11.9,39.47,22.495,4,"[19,23)",05/08/2022,"2022-08-05 [19,23)"
EM0004,TOR05,78.84,8.71,0.11,8.84,29.26,21.808,4,"[19,23)",05/08/2022,"2022-08-05 [19,23)"
EM0005,TOR05,134,7.5,0.06,8.26,15.86,22.088,4,"[19,23)",05/08/2022,"2022-08-05 [19,23)"
EM0003,TOR05,125.06,7.67,0.06,10.39,14.93,21.725,4,"[19,23)",05/08/2022,"2022-08-05 [19,23)"
EM0007,TOR05,117.84,4.07,0.03,5.29,8.73,22.043,4,"[19,23)",05/08/2022,"2022-08-05 [19,23)"
EM0001,TOR05,145.97,74.74,0.51,16.04,45.51,22.3,4,"[19,23)",05/08/2022,"2022-08-05 [19,23)"
EM0006,TOR05,61.04,17,0.28,12.26,48.67,22.737,3,"[8,11)",06/08/2022,"2022-08-06 [8,11)"
EM0001,TOR04,206.47,89.44,0.43,11.14,26.95,23.355,3,"[8,11)",06/08/2022,"2022-08-06 [8,11)"
EM0004,TOR05,78.42,18.21,0.23,15.08,44.59,23.182,3,"[8,11)",06/08/2022,"2022-08-06 [8,11)"
EM0007,TOR05,119.12,9.59,0.08,6.26,12.73,23.05,3,"[8,11)",06/08/2022,"2022-08-06 [8,11)"
EM0003,TOR05,122.94,5.65,0.05,4.27,9.22,22.386,3,"[8,11)",06/08/2022,"2022-08-06 [8,11)"
EM0004,TOR05,89.43,8.7,0.1,12.65,22.35,22.7,2,"[11,13)",06/08/2022,"2022-08-06 [11,13)"
EM0006,TOR05,76.32,9.34,0.12,6.51,34.44,23.073,2,"[11,13)",06/08/2022,"2022-08-06 [11,13)"
EM0005,TOR05,134.94,14.09,0.1,18.76,19.92,22.9,2,"[11,13)",06/08/2022,"2022-08-06 [11,13)"
EM0003,TOR05,124.69,2.06,0.02,2.84,4.08,22.483,2,"[11,13)",06/08/2022,"2022-08-06 [11,13)"
EM0001,TOR05,144.8,66.61,0.46,34.11,60.74,23.18,2,"[11,13)",06/08/2022,"2022-08-06 [11,13)"
EM0007,TOR05,110.94,15.84,0.14,11.75,25.33,23.1,2,"[11,13)",06/08/2022,"2022-08-06 [11,13)"
EM0006,TOR05,66.93,17.5,0.26,8.45,42.78,24.583,5,"[13,18)",06/08/2022,"2022-08-06 [13,18)"
EM0001,TOR04,189.62,84.14,0.44,12.76,27.87,24.85,5,"[13,18)",06/08/2022,"2022-08-06 [13,18)"
EM0004,TOR05,85,6.05,0.07,5,23.18,24.539,5,"[13,18)",06/08/2022,"2022-08-06 [13,18)"
EM0005,TOR05,162.21,37.88,0.23,15.16,17.77,24.643,5,"[13,18)",06/08/2022,"2022-08-06 [13,18)"
EM0007,TOR05,119.65,7.55,0.06,8.28,14.91,24.317,5,"[13,18)",06/08/2022,"2022-08-06 [13,18)"
EM0003,TOR05,124.67,1.2,0.01,1.57,2.34,23.7,5,"[13,18)",06/08/2022,"2022-08-06 [13,18)"
EM0004,TOR05,80.03,12.08,0.15,11.63,24.46,24.527,4,"[19,23)",06/08/2022,"2022-08-06 [19,23)"
EM0006,TOR05,56.13,14.29,0.25,14.83,40.86,24.527,4,"[19,23)",06/08/2022,"2022-08-06 [19,23)"
EM0005,TOR05,134.68,NA,NA,2.7,2.7,23.8,4,"[19,23)",06/08/2022,"2022-08-06 [19,23)"
EM0001,TOR04,267.61,2.84,0.01,3.65,7.93,24.208,4,"[19,23)",06/08/2022,"2022-08-06 [19,23)"
EM0007,TOR05,107.2,11.71,0.11,16.15,20.24,24.16,4,"[19,23)",06/08/2022,"2022-08-06 [19,23)"
EM0003,TOR05,119.81,NA,NA,4.3,4.3,24.5,4,"[19,23)",06/08/2022,"2022-08-06 [19,23)"
EM0006,TOR05,49.65,20.49,0.41,12.01,32.98,24.2,3,"[8,11)",07/08/2022,"2022-08-07 [8,11)"
EM0001,TOR04,221.12,89.02,0.4,11.61,24.07,24.688,3,"[8,11)",07/08/2022,"2022-08-07 [8,11)"
EM0003,TOR05,131.43,0.94,0.01,5.54,9.76,23.25,3,"[8,11)",07/08/2022,"2022-08-07 [8,11)"
EM0004,TOR05,78.04,13.41,0.17,13.98,37.85,24.189,3,"[8,11)",07/08/2022,"2022-08-07 [8,11)"
EM0005,TOR05,132.67,6.58,0.05,9.9,15.3,23.625,3,"[8,11)",07/08/2022,"2022-08-07 [8,11)"
EM0007,TOR04,111,NA,NA,9.01,9.01,24.9,3,"[8,11)",07/08/2022,"2022-08-07 [8,11)"
EM0001,TOR04,279.53,5.75,0.02,8.76,22.87,25.675,2,"[11,13)",07/08/2022,"2022-08-07 [11,13)"
EM0005,TOR05,130.67,5.74,0.04,7.71,12.78,24.9,2,"[11,13)",07/08/2022,"2022-08-07 [11,13)"
EM0004,TOR05,72.02,2.54,0.04,3.86,6.17,24.72,2,"[11,13)",07/08/2022,"2022-08-07 [11,13)"
EM0006,TOR05,79.72,NA,NA,0.19,0.19,24.7,2,"[11,13)",07/08/2022,"2022-08-07 [11,13)"
EM0007,TOR04,108.33,13.03,0.12,2.4,8.21,25.556,2,"[11,13)",07/08/2022,"2022-08-07 [11,13)"
EM0007,TOR04,111.77,13.84,0.12,9.6,71.97,26.024,5,"[13,18)",07/08/2022,"2022-08-07 [13,18)"
EM0004,TOR05,68.13,14.74,0.22,9.88,44.5,24.623,5,"[13,18)",07/08/2022,"2022-08-07 [13,18)"
EM0001,TOR04,232.33,76.71,0.33,13.09,25.99,25.555,5,"[13,18)",07/08/2022,"2022-08-07 [13,18)"
EM0006,TOR05,70.8,16.19,0.23,16.93,55.87,24.658,5,"[13,18)",07/08/2022,"2022-08-07 [13,18)"
EM0003,TOR05,111.18,21.12,0.19,10.34,19.9,25.5,5,"[13,18)",07/08/2022,"2022-08-07 [13,18)"
EM0005,TOR05,130.14,29.28,0.23,36.05,70.72,24.675,5,"[13,18)",07/08/2022,"2022-08-07 [13,18)"
EM0006,TOR05,56.64,13.92,0.25,10.44,41.27,24.527,4,"[19,23)",07/08/2022,"2022-08-07 [19,23)"
EM0001,TOR04,218,108.15,0.5,41.36,62.73,25.567,4,"[19,23)",07/08/2022,"2022-08-07 [19,23)"
EM0004,TOR05,89.95,10.65,0.12,16.99,26.42,24.45,4,"[19,23)",07/08/2022,"2022-08-07 [19,23)"
EM0005,TOR05,142.77,NA,NA,9.4,9.4,23.7,4,"[19,23)",07/08/2022,"2022-08-07 [19,23)"
EM0007,TOR05,112.56,NA,NA,4.98,4.98,23.3,4,"[19,23)",07/08/2022,"2022-08-07 [19,23)"
EM0006,TOR05,39.23,7.07,0.18,4.05,28.03,25.336,3,"[8,11)",08/08/2022,"2022-08-08 [8,11)"
EM0004,TOR05,91.22,8.77,0.1,12.13,23.79,25.136,3,"[8,11)",08/08/2022,"2022-08-08 [8,11)"
EM0001,TOR04,266.51,5.72,0.02,4.14,13.41,25.717,3,"[8,11)",08/08/2022,"2022-08-08 [8,11)"
EM0007,TOR04,109.24,11.29,0.1,6.86,32.91,25.71,3,"[8,11)",08/08/2022,"2022-08-08 [8,11)"
EM0005,TOR05,160.84,22.45,0.14,22.12,51.56,25.3,3,"[8,11)",08/08/2022,"2022-08-08 [8,11)"
EM0001,TOR04,269.97,4.81,0.02,5.7,12.2,26.79,2,"[11,13)",08/08/2022,"2022-08-08 [11,13)"
EM0007,TOR04,106.48,5.27,0.05,6.01,20.24,26.686,2,"[11,13)",08/08/2022,"2022-08-08 [11,13)"
EM0005,TOR04,171.48,31.96,0.19,19.94,33.05,26.167,2,"[11,13)",08/08/2022,"2022-08-08 [11,13)"
EM0006,TOR05,69.7,18.05,0.26,16.54,49.87,26.217,2,"[11,13)",08/08/2022,"2022-08-08 [11,13)"
EM0004,TOR05,82.03,10.11,0.12,7.69,19.35,26.4,2,"[11,13)",08/08/2022,"2022-08-08 [11,13)"
EM0006,TOR05,71.83,14.69,0.2,8.99,60.72,25.85,5,"[13,18)",08/08/2022,"2022-08-08 [13,18)"
EM0007,TOR04,106.86,10.25,0.1,7.28,32.62,26.452,5,"[13,18)",08/08/2022,"2022-08-08 [13,18)"
EM0004,TOR05,72.07,7.01,0.1,7.96,21.81,25.782,5,"[13,18)",08/08/2022,"2022-08-08 [13,18)"
EM0001,TOR04,262.1,40.53,0.15,11.62,82.14,26.645,5,"[13,18)",08/08/2022,"2022-08-08 [13,18)"
EM0005,TOR05,142.17,17.22,0.12,4.8,7.75,25.325,5,"[13,18)",08/08/2022,"2022-08-08 [13,18)"
EM0003,TOR04,88.36,6.98,0.08,6.75,12.99,26.233,5,"[13,18)",08/08/2022,"2022-08-08 [13,18)"
EM0007,TOR04,108.2,7.04,0.07,7.47,22.31,24.979,4,"[19,23)",08/08/2022,"2022-08-08 [19,23)"
EM0004,TOR05,78.97,7.3,0.09,11.1,36.88,23.979,4,"[19,23)",08/08/2022,"2022-08-08 [19,23)"
EM0006,TOR05,52.72,16.14,0.31,18.75,63.31,23.976,4,"[19,23)",08/08/2022,"2022-08-08 [19,23)"
EM0001,TOR04,224.22,67.29,0.3,6.78,28.39,24.708,4,"[19,23)",08/08/2022,"2022-08-08 [19,23)"
EM0003,TOR05,125.28,24.73,0.2,4.31,7.36,24.075,4,"[19,23)",08/08/2022,"2022-08-08 [19,23)"
EM0005,TOR05,140.88,12.78,0.09,14,19.06,24.433,4,"[19,23)",08/08/2022,"2022-08-08 [19,23)"
EM0004,TOR05,81.47,13.49,0.17,15.45,37.93,26.343,3,"[8,11)",09/08/2022,"2022-08-09 [8,11)"
EM0006,TOR05,73.25,7.16,0.1,4.53,27.15,26.31,3,"[8,11)",09/08/2022,"2022-08-09 [8,11)"
EM0001,TOR04,263.02,39.47,0.15,5.11,16.57,26.931,3,"[8,11)",09/08/2022,"2022-08-09 [8,11)"
EM0007,TOR04,112.7,8.62,0.08,7.3,21.24,27.227,3,"[8,11)",09/08/2022,"2022-08-09 [8,11)"
EM0005,TOR05,139.46,7.7,0.06,7.78,10.9,26.7,3,"[8,11)",09/08/2022,"2022-08-09 [8,11)"
EM0003,TOR04,105.79,2.92,0.03,8.91,13.69,28,3,"[8,11)",09/08/2022,"2022-08-09 [8,11)"
EM0006,TOR05,73.8,5.77,0.08,5.68,29.16,26.469,2,"[11,13)",09/08/2022,"2022-08-09 [11,13)"
EM0004,TOR05,76.79,2.1,0.03,1.99,4.52,26.505,2,"[11,13)",09/08/2022,"2022-08-09 [11,13)"
EM0001,TOR05,142.58,70.3,0.49,2.27,5.58,26.78,2,"[11,13)",09/08/2022,"2022-08-09 [11,13)"
EM0007,TOR04,111.21,10.58,0.1,6.36,15.76,27.325,2,"[11,13)",09/08/2022,"2022-08-09 [11,13)"
EM0003,TOR04,117.41,22.29,0.19,11.41,16.01,27.067,2,"[11,13)",09/08/2022,"2022-08-09 [11,13)"
EM0005,TOR05,138.7,NA,NA,4.69,4.69,26.7,2,"[11,13)",09/08/2022,"2022-08-09 [11,13)"
EM0006,TOR05,65,12.15,0.19,9.44,36.62,25.415,5,"[13,18)",09/08/2022,"2022-08-09 [13,18)"
EM0007,TOR04,114.35,9.25,0.08,8.44,37.95,26.776,5,"[13,18)",09/08/2022,"2022-08-09 [13,18)"
EM0004,TOR05,75.98,5.48,0.07,5.35,19.89,26.127,5,"[13,18)",09/08/2022,"2022-08-09 [13,18)"
EM0003,TOR04,113.68,40.72,0.36,14.78,28.52,26.5,5,"[13,18)",09/08/2022,"2022-08-09 [13,18)"
EM0001,TOR05,130.96,59.2,0.45,5.99,16.08,26.338,5,"[13,18)",09/08/2022,"2022-08-09 [13,18)"
EM0005,TOR05,142.48,7.49,0.05,7.95,23.09,25.743,5,"[13,18)",09/08/2022,"2022-08-09 [13,18)"
EM0004,TOR05,95.4,15.43,0.16,16.38,29.98,24.34,4,"[19,23)",09/08/2022,"2022-08-09 [19,23)"
EM0006,TOR05,53.14,15.98,0.3,15.32,45.92,24.779,4,"[19,23)",09/08/2022,"2022-08-09 [19,23)"
EM0001,TOR05,145.61,90.26,0.62,18.22,26.9,24.375,4,"[19,23)",09/08/2022,"2022-08-09 [19,23)"
EM0003,TOR05,119.96,25.78,0.21,8.22,17.3,24.6,4,"[19,23)",09/08/2022,"2022-08-09 [19,23)"
EM0007,TOR04,116.14,9.48,0.08,11.54,23.34,25.614,4,"[19,23)",09/08/2022,"2022-08-09 [19,23)"
EM0005,TOR05,152.94,NA,NA,14.36,14.36,23.7,4,"[19,23)",09/08/2022,"2022-08-09 [19,23)"
EM0004,TOR05,92.13,13.27,0.14,15.96,33.21,25.092,3,"[8,11)",10/08/2022,"2022-08-10 [8,11)"
EM0006,TOR05,58.64,13.41,0.23,9.38,31.71,25.193,3,"[8,11)",10/08/2022,"2022-08-10 [8,11)"
EM0007,TOR04,103.38,6.99,0.07,5.33,20.17,25.895,3,"[8,11)",10/08/2022,"2022-08-10 [8,11)"
EM0001,TOR05,160.26,88.69,0.55,18.25,54.35,25.522,3,"[8,11)",10/08/2022,"2022-08-10 [8,11)"
EM0005,TOR05,140.66,4.43,0.03,6.07,11.49,25.12,3,"[8,11)",10/08/2022,"2022-08-10 [8,11)"
EM0003,TOR04,80.25,NA,NA,NA,#¿NOMBRE?,25.2,3,"[8,11)",10/08/2022,"2022-08-10 [8,11)"
EM0006,TOR05,71.77,2.72,0.04,2.55,7.1,24.641,2,"[11,13)",10/08/2022,"2022-08-10 [11,13)"
EM0007,TOR04,115.26,16.71,0.14,3.97,31.45,25.344,2,"[11,13)",10/08/2022,"2022-08-10 [11,13)"
EM0004,TOR05,86,12.2,0.14,10.73,29.77,24.62,2,"[11,13)",10/08/2022,"2022-08-10 [11,13)"
EM0005,TOR05,139.32,6.5,0.05,9.57,12.95,24.633,2,"[11,13)",10/08/2022,"2022-08-10 [11,13)"
EM0001,TOR05,109.67,4.01,0.04,9.12,16.13,24.65,2,"[11,13)",10/08/2022,"2022-08-10 [11,13)"
EM0004,TOR05,75.66,8.54,0.11,8.64,27.15,26.162,5,"[13,18)",10/08/2022,"2022-08-10 [13,18)"
EM0006,TOR05,70.18,13.25,0.19,9.24,38.41,26.644,5,"[13,18)",10/08/2022,"2022-08-10 [13,18)"
EM0007,TOR04,116.09,10.4,0.09,8.56,24.57,27.1,5,"[13,18)",10/08/2022,"2022-08-10 [13,18)"
EM0001,TOR04,245.33,62.97,0.26,11.91,23.01,27.264,5,"[13,18)",10/08/2022,"2022-08-10 [13,18)"
EM0005,TOR05,137.01,7.33,0.05,9.91,16.82,26.55,5,"[13,18)",10/08/2022,"2022-08-10 [13,18)"
EM0004,TOR05,85.49,17.47,0.2,9.26,30.16,27.45,4,"[19,23)",10/08/2022,"2022-08-10 [19,23)"
EM0001,TOR04,276.55,9.75,0.04,7.46,22.75,27.4,4,"[19,23)",10/08/2022,"2022-08-10 [19,23)"
EM0007,TOR04,103.18,5.19,0.05,4.52,19.64,27.344,4,"[19,23)",10/08/2022,"2022-08-10 [19,23)"
EM0003,TOR04,114.06,30.27,0.27,12.4,12.4,27.2,4,"[19,23)",10/08/2022,"2022-08-10 [19,23)"
EM0006,TOR05,56.06,19.45,0.35,18.85,57.52,27.424,4,"[19,23)",10/08/2022,"2022-08-10 [19,23)"
EM0006,TOR05,73.68,20.79,0.28,16.65,85.74,25.046,3,"[8,11)",11/08/2022,"2022-08-11 [8,11)"
EM0004,TOR05,74.63,9.41,0.13,9.52,29.1,25.028,3,"[8,11)",11/08/2022,"2022-08-11 [8,11)"
EM0001,TOR05,100.21,NA,NA,9.33,9.33,24.6,3,"[8,11)",11/08/2022,"2022-08-11 [8,11)"
EM0005,TOR05,138.42,6.65,0.05,8.42,9.4,26.25,3,"[8,11)",11/08/2022,"2022-08-11 [8,11)"
EM0007,TOR05,128.73,5.5,0.04,9.59,11.41,24.85,3,"[8,11)",11/08/2022,"2022-08-11 [8,11)"
EM0006,TOR05,68.44,14.68,0.21,11.99,39.4,25.706,2,"[11,13)",11/08/2022,"2022-08-11 [11,13)"
EM0005,TOR05,148.62,0.97,0.01,5.26,13.79,25.333,2,"[11,13)",11/08/2022,"2022-08-11 [11,13)"
EM0004,TOR05,73.71,12.27,0.17,11.43,24.89,25.8,2,"[11,13)",11/08/2022,"2022-08-11 [11,13)"
EM0001,TOR05,197.94,112.98,0.57,17.84,17.84,26.65,2,"[11,13)",11/08/2022,"2022-08-11 [11,13)"
EM0005,TOR05,146.04,NA,NA,3.03,3.03,27.3,5,"[13,18)",11/08/2022,"2022-08-11 [13,18)"
EM0007,TOR04,134.03,0.87,0.01,1.23,1.23,27.7,5,"[13,18)",11/08/2022,"2022-08-11 [13,18)"
EM0006,TOR05,68.84,33.22,0.48,33.6,103.14,28.179,5,"[13,18)",11/08/2022,"2022-08-11 [13,18)"
EM0004,TOR05,80.68,6.39,0.08,7.22,15.43,28.04,5,"[13,18)",11/08/2022,"2022-08-11 [13,18)"
EM0001,TOR05,102.6,0.01,0,7.73,15.45,27.5,5,"[13,18)",11/08/2022,"2022-08-11 [13,18)"
EM0003,TOR04,108.05,24.49,0.23,3.94,5.88,28.333,5,"[13,18)",11/08/2022,"2022-08-11 [13,18)"
EM0005,TOR05,146.83,2.45,0.02,2.2,3.46,26.35,4,"[19,23)",11/08/2022,"2022-08-11 [19,23)"
EM0004,TOR05,84.6,6.65,0.08,15.17,33.16,26.833,4,"[19,23)",11/08/2022,"2022-08-11 [19,23)"
EM0001,TOR04,263.24,7.96,0.03,8.08,16.97,27.382,4,"[19,23)",11/08/2022,"2022-08-11 [19,23)"
EM0006,TOR05,51.73,17.14,0.33,12.15,55.03,26.406,4,"[19,23)",11/08/2022,"2022-08-11 [19,23)"
EM0001,TOR04,266.22,9.49,0.04,5.95,12.64,28.7,3,"[8,11)",12/08/2022,"2022-08-12 [8,11)"
EM0006,TOR05,74.63,21.33,0.29,26.13,61.79,27.713,3,"[8,11)",12/08/2022,"2022-08-12 [8,11)"
EM0005,TOR05,137.76,NA,NA,1.86,1.86,27.3,3,"[8,11)",12/08/2022,"2022-08-12 [8,11)"
EM0003,TOR04,89.61,9.98,0.11,7.8,19.54,28.7,3,"[8,11)",12/08/2022,"2022-08-12 [8,11)"
EM0004,TOR05,101.99,4.14,0.04,2.55,7.01,28.3,3,"[8,11)",12/08/2022,"2022-08-12 [8,11)"
EM0007,TOR04,107.16,3.03,0.03,5.31,6.82,28.9,3,"[8,11)",12/08/2022,"2022-08-12 [8,11)"
EM0007,TOR04,101.43,9.87,0.1,11.51,26.77,29.02,2,"[11,13)",12/08/2022,"2022-08-12 [11,13)"
EM0003,TOR04,91.41,8.17,0.09,13.33,21.26,29,2,"[11,13)",12/08/2022,"2022-08-12 [11,13)"
EM0006,TOR05,82.37,52.92,0.64,48,125.52,28.73,2,"[11,13)",12/08/2022,"2022-08-12 [11,13)"
EM0005,TOR05,137.53,4.02,0.03,4.38,5.68,28.65,2,"[11,13)",12/08/2022,"2022-08-12 [11,13)"
EM0004,TOR05,88.64,NA,NA,8.57,8.57,28.5,2,"[11,13)",12/08/2022,"2022-08-12 [11,13)"
EM0007,TOR04,101.91,6.21,0.06,8.99,23.21,27.72,5,"[13,18)",12/08/2022,"2022-08-12 [13,18)"
EM0006,TOR05,53.27,7.55,0.14,10.38,114.98,26.32,5,"[13,18)",12/08/2022,"2022-08-12 [13,18)"
EM0004,TOR05,74.73,13.79,0.18,15.48,26.77,25.3,5,"[13,18)",12/08/2022,"2022-08-12 [13,18)"
EM0005,TOR05,132.1,6.73,0.05,11.28,17.33,25.72,5,"[13,18)",12/08/2022,"2022-08-12 [13,18)"
EM0003,TOR05,121.88,3.13,0.03,1.78,3.66,24.88,5,"[13,18)",12/08/2022,"2022-08-12 [13,18)"
EM0001,TOR05,155.85,72,0.46,12.35,29.98,25.34,5,"[13,18)",12/08/2022,"2022-08-12 [13,18)"
EM0006,TOR05,54.81,19.13,0.35,17.21,52.19,23.816,4,"[19,23)",12/08/2022,"2022-08-12 [19,23)"
EM0001,TOR04,205.78,87.65,0.43,18.16,38.21,24.625,4,"[19,23)",12/08/2022,"2022-08-12 [19,23)"
EM0004,TOR05,73.56,9.86,0.13,8.72,19.79,23.767,4,"[19,23)",12/08/2022,"2022-08-12 [19,23)"
EM0003,TOR05,124.45,7.68,0.06,6.55,17.5,23.78,4,"[19,23)",12/08/2022,"2022-08-12 [19,23)"
EM0007,TOR05,91.43,7.78,0.09,8.94,17.19,24.117,4,"[19,23)",12/08/2022,"2022-08-12 [19,23)"
EM0005,TOR05,130.53,12.83,0.1,14.75,18.15,23.45,4,"[19,23)",12/08/2022,"2022-08-12 [19,23)"
EM0006,TOR05,32.27,10.61,0.33,7.65,42.93,23.643,3,"[8,11)",13/08/2022,"2022-08-13 [8,11)"
EM0004,TOR05,83.04,15.59,0.19,7.98,28.76,23.865,3,"[8,11)",13/08/2022,"2022-08-13 [8,11)"
EM0005,TOR05,135.67,7.31,0.05,6.72,25.97,23.244,3,"[8,11)",13/08/2022,"2022-08-13 [8,11)"
EM0001,TOR05,107.02,7.48,0.07,11.42,31.96,23.55,3,"[8,11)",13/08/2022,"2022-08-13 [8,11)"
